C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,Solution
0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,4,0,0,9,3,0,0,0,0,8,0,5,3,6,7,0,7,0,0,0,4,0,0,8,9,0,0,0,0,9,0,0,0,0,0,2,5,0,0,8,4,0,0,9,0,0,0,0,6,0,2,7,837
0,0,3,0,5,0,4,1,0,0,8,0,0,7,0,0,2,0,0,1,0,2,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,8,0,5,0,0,1,0,9,2,0,0,0,0,7,4,0,8,5,0,0,0,3,0,0,2,0,0,4,0,273
0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,7,4,2,0,0,0,0,2,0,0,0,9,2,0,5,0,0,6,0,0,1,0,0,6,4,7,0,0,5,0,0,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,7,0,1,0,8,0,0,629
0,6,9,0,3,0,5,8,0,3,0,2,0,0,8,0,0,0,7,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,8,0,3,0,6,0,9,0,7,0,0,0,5,0,0,0,0,1,0,5,0,0,0,169
0,0,0,0,0,0,0,0,4,0,6,0,3,1,0,0,0,0,5,3,4,0,0,9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,5,0,1,8,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,8,5,0,0,0,0,0,9,0,0,0,7,0,0,6,179
0,6,0,0,5,3,0,0,0,0,0,4,8,0,7,3,0,0,0,0,0,2,0,0,0,6,0,0,4,0,0,0,0,2,0,0,6,7,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,7,8,0,8,3,0,0,7,0,5,0,6,769
8,0,2,7,0,0,5,0,0,0,0,5,0,0,0,1,0,4,4,0,0,0,0,6,7,0,0,5,0,7,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,7,2,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,6,0,832
0,0,0,4,1,0,2,0,7,9,0,0,0,2,0,0,8,0,0,0,0,8,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,8,0,0,0,9,0,1,4,3,0,0,0,0,0,0,0,9,0,0,0,3,0,6,0,0,0,0,0,0,4,7,0,0,8,0,0,0,358
6,0,0,0,3,0,0,0,0,0,0,2,1,0,0,5,0,9,0,0,0,0,0,6,0,0,0,2,0,5,0,0,1,0,8,0,4,6,0,0,0,0,0,0,3,0,0,1,0,9,0,0,0,4,0,0,0,0,4,9,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,618
0,1,0,5,0,0,0,0,0,0,9,0,0,6,4,0,0,0,0,0,3,0,0,2,0,6,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,5,4,0,8,0,6,0,0,0,8,0,3,1,2,0,1,0,0,0,0,0,3,0,0,9,0,0,1,0,0,5,0,0,0,8,4,0,0,0,0,614
2,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,2,0,5,0,1,3,0,0,1,0,7,3,0,0,6,5,2,0,6,0,0,0,8,0,0,0,0,5,0,6,0,0,0,0,6,0,1,3,0,2,0,0,0,0,0,7,0,0,0,0,0,246
0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,7,0,5,0,0,2,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,9,2,0,8,6,0,0,5,0,5,6,0,2,0,0,9,0,0,0,0,4,5,0,7,6,0,0,675
0,0,0,0,4,0,0,1,0,0,0,0,3,0,6,7,8,4,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,4,0,8,6,1,3,0,0,0,3,0,9,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,9,0,4,0,0,368
0,0,0,0,0,6,7,0,1,8,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,8,0,4,0,0,0,0,9,0,2,0,0,0,0,6,1,8,0,0,0,5,0,1,4,0,0,0,5,2,6,0,4,0,0,0,0,4,6,0,0,9,1,0,0,439
0,0,0,0,0,0,7,0,0,4,0,1,8,0,0,0,5,0,7,0,8,4,9,0,0,0,0,0,0,7,0,0,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,4,0,0,7,0,0,0,5,8,0,0,4,0,9,7,0,0,0,0,0,0,8,0,0,3,295
0,0,0,0,6,0,0,0,3,0,5,0,0,4,0,9,7,0,7,0,0,0,0,0,5,0,4,4,0,0,8,7,0,0,0,9,0,0,0,0,0,0,7,0,0,8,0,0,0,9,6,0,4,2,2,8,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,7,6,0,0,0,0,0,0,5,0,948
0,0,0,0,0,0,4,0,6,0,2,0,0,0,6,0,1,0,0,0,1,7,0,0,0,0,5,0,0,0,3,0,0,7,6,1,1,0,7,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,6,0,0,0,0,5,0,4,2,5,0,0,0,0,0,9,0,378
0,0,7,3,2,9,4,0,0,0,0,0,4,1,0,0,0,3,0,0,0,7,0,0,0,9,0,1,0,0,0,0,2,0,0,7,0,0,0,0,5,6,0,0,0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,1,6,0,0,2,0,0,7,1,0,0,5,0,9,0,0,0,0,0,0,0,517
0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,2,0,0,0,0,0,4,0,0,1,0,0,4,0,2,3,0,6,0,0,8,0,0,0,6,2,0,0,0,0,9,0,8,0,3,0,0,0,6,0,0,7,8,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,9,0,2,0,8,0,473
6,7,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,1,0,0,4,0,0,7,0,0,5,8,0,7,1,0,0,0,3,0,0,0,0,8,0,0,0,0,7,0,0,6,0,1,4,0,5,8,0,0,0,0,0,0,1,4,0,0,9,5,0,3,0,673
0,3,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,2,1,7,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,6,5,0,0,0,0,0,9,0,7,1,0,0,3,0,8,0,0,0,0,2,8,9,6,0,8,0,0,0,0,3,0,2,0,731
0,0,4,1,0,9,7,0,3,5,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,4,8,0,9,0,7,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,3,0,5,0,0,0,7,9,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,1,4,0,0,0,284
0,0,0,0,0,0,0,5,7,0,1,0,0,2,0,0,9,0,5,0,7,0,0,6,0,3,0,1,5,3,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,6,7,0,0,3,0,0,0,0,0,0,3,9,0,0,5,0,0,0,982
8,4,0,0,7,0,6,0,0,5,0,0,9,0,0,2,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,2,0,4,7,0,0,0,7,4,0,1,0,0,0,0,0,0,0,0,5,0,1,8,0,0,0,0,0,8,0,5,0,2,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,0,0,849
0,6,0,1,0,0,9,0,0,0,2,4,9,0,8,0,0,3,0,0,0,0,0,3,0,2,0,0,9,0,0,0,0,8,6,0,0,4,0,0,0,0,2,0,5,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,5,0,0,1,368
5,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,0,0,0,1,0,5,4,0,0,3,6,0,9,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,5,0,0,0,7,0,0,5,0,0,0,0,0,0,1,0,0,0,8,9,0,8,0,5,6,4,3,0,546
2,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,2,0,0,1,0,0,5,8,0,0,0,0,0,8,0,6,1,0,0,0,0,0,5,0,0,0,3,0,0,0,8,0,3,0,0,9,0,0,2,0,4,9,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,287
7,0,8,0,0,0,0,9,0,0,5,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,0,0,0,0,0,0,0,1,9,5,0,0,4,7,0,0,0,0,0,0,5,3,0,0,6,0,6,9,0,8,0,3,7,0,0,0,3,1,0,0,0,0,0,738
0,0,0,0,0,0,0,2,8,0,9,0,0,4,0,7,0,0,2,0,7,0,0,0,4,0,0,3,2,5,0,7,8,9,4,6,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,2,0,5,5,4,8,0,9,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,463
5,0,0,0,0,0,2,0,8,0,9,0,0,0,2,0,0,0,0,4,0,3,8,0,0,1,0,0,2,0,0,0,1,0,4,0,0,0,5,0,0,0,6,9,0,0,6,9,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,2,4,0,0,0,536
0,0,0,0,0,3,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,8,0,1,0,7,0,2,4,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,7,0,0,0,0,8,0,0,0,9,0,7,0,0,0,6,0,3,6,0,0,2,1,0,7,0,456
0,0,5,0,0,1,0,0,0,6,0,3,0,8,9,5,0,0,0,2,9,7,0,0,3,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,1,0,0,0,0,6,0,7,0,0,0,0,1,2,9,0,0,0,0,3,0,0,0,0,1,0,0,0,9,845
4,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,9,0,0,0,0,1,5,0,4,5,0,0,0,0,0,4,0,0,0,0,0,0,9,4,2,0,0,0,0,0,6,5,0,0,3,0,0,3,0,0,0,6,9,0,0,0,7,0,0,1,9,3,0,2,0,0,1,7,0,0,0,5,0,456
0,0,0,5,0,0,1,7,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,4,5,0,0,4,0,3,0,0,7,0,2,0,7,0,0,0,8,0,0,0,1,0,5,8,0,0,0,2,9,0,0,0,0,0,0,0,1,8,0,9,0,2,0,0,5,0,0,639
0,0,0,0,0,0,0,0,0,1,8,5,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,3,8,2,0,0,9,0,0,0,6,0,0,0,0,0,2,0,5,7,0,0,0,9,0,8,0,0,2,0,0,7,0,0,3,0,0,8,1,0,5,0,6,0,0,0,0,0,746
0,0,3,0,8,0,0,7,4,0,0,0,9,0,0,0,3,6,0,4,0,0,0,3,8,0,1,3,0,0,4,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,1,0,0,8,4,6,0,8,0,0,0,9,2,0,7,0,0,0,0,1,0,3,523
6,9,0,0,0,0,5,0,0,0,0,5,9,0,6,0,0,2,0,0,1,7,3,0,9,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,2,6,0,0,0,9,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,698
1,4,0,0,0,2,0,8,0,0,0,7,0,8,0,6,5,0,0,0,0,0,5,7,0,0,4,0,0,0,4,1,0,9,2,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,2,0,0,9,0,0,8,0,0,145
2,0,0,1,0,0,9,0,0,0,1,0,0,0,4,0,0,6,4,0,7,0,3,9,0,0,8,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,7,8,0,0,6,0,6,0,0,4,0,0,0,9,0,238
2,3,0,1,0,6,5,0,0,6,1,8,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,8,6,3,0,0,0,0,0,5,0,2,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,8,0,1,3,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,6,8,7,237
0,9,0,0,0,2,1,0,3,7,1,5,9,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,9,0,0,0,2,0,4,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,1,0,9,0,0,8,3,4,0,0,0,5,7,0,0,496
0,7,4,0,6,0,0,0,0,6,0,9,8,0,1,4,0,0,0,0,0,0,0,0,1,9,0,9,0,6,0,0,7,0,0,0,0,5,0,4,0,6,9,0,0,0,0,0,0,0,3,0,1,0,7,0,8,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,174
0,0,0,0,7,3,5,0,0,6,0,0,0,1,5,0,0,2,0,0,0,0,9,0,0,6,0,0,2,8,0,3,9,0,5,0,0,0,3,1,0,0,8,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,5,0,1,9,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,6,842
0,0,8,0,0,0,1,0,0,0,3,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,6,0,3,0,0,8,0,0,1,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,7,0,0,8,0,3,6,0,0,4,0,0,6,0,5,0,8,0,8,0,0,9,0,7,0,1,4,648
8,0,0,5,0,9,0,0,0,0,0,0,2,4,0,0,0,0,6,0,5,0,0,0,4,9,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8,6,7,0,0,4,8,0,0,9,0,0,0,2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,7,0,0,8,5,0,4,9,1,0,0,0,7,843
9,0,7,0,3,0,0,0,0,5,8,3,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,7,0,5,0,0,0,9,3,0,6,0,0,0,8,0,0,2,9,0,0,0,0,0,5,0,0,0,0,1,0,5,2,9,7,0,0,0,0,7,0,0,0,0,0,0,3,947
0,0,6,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,7,0,0,0,4,0,2,7,0,0,0,8,8,0,0,0,0,0,2,0,4,0,1,0,4,0,0,0,6,0,0,0,0,7,0,0,1,3,0,4,0,0,1,0,8,0,0,0,0,0,0,0,0,5,0,0,6,576
8,0,0,6,0,9,3,0,0,0,2,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,6,0,0,0,0,0,0,5,9,0,3,7,0,0,0,0,9,0,0,0,6,2,1,0,0,0,0,0,8,0,0,0,0,2,0,7,874
0,0,0,8,0,7,4,0,6,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,2,0,4,0,0,0,0,0,5,0,0,7,0,0,0,0,6,0,0,2,0,9,0,2,0,0,8,0,0,0,0,5,0,7,0,6,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,239
0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,7,0,2,0,0,5,0,8,0,6,0,3,8,0,0,6,0,0,0,7,4,0,0,0,1,0,0,3,0,0,0,3,6,2,0,0,1,0,0,7,6,0,0,0,0,0,2,1,0,0,0,0,5,0,0,8,918
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,9,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,0,3,0,0,2,0,1,8,0,0,0,0,9,0,6,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,9,0,2,0,1,2,0,0,0,0,0,0,264
0,0,0,0,0,0,0,5,7,4,0,0,0,2,8,6,0,0,0,0,0,0,0,0,8,0,0,6,0,0,3,0,7,2,0,5,0,0,4,0,5,0,0,0,1,8,7,0,0,6,0,0,0,0,0,8,0,0,0,0,4,7,0,0,0,0,0,0,0,0,2,0,0,3,0,0,8,6,0,0,0,268
0,0,1,7,0,0,0,2,8,4,0,0,0,6,0,1,0,5,6,0,0,0,0,5,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,7,0,2,0,1,3,2,0,0,8,0,0,0,0,7,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,951
0,0,0,0,0,0,0,4,2,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,3,0,7,0,2,0,0,0,6,0,6,0,4,3,0,2,0,0,0,2,0,7,8,0,4,0,0,0,0,5,0,0,9,8,7,0,0,0,0,6,0,0,0,0,0,0,8,2,0,0,0,6,0,5,156
0,0,2,0,0,9,4,0,6,9,1,0,0,0,7,0,8,2,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,5,0,4,8,0,9,0,0,8,0,1,6,0,0,8,0,0,9,0,0,0,0,872
0,0,0,8,0,0,0,0,6,0,0,0,1,0,9,0,0,0,1,0,8,0,0,4,0,0,0,0,1,3,0,5,0,0,0,0,7,0,0,0,0,0,0,9,0,0,5,0,7,0,1,3,8,0,5,3,7,0,8,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,9,0,0,349
8,6,0,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,4,0,0,5,0,0,0,0,5,0,2,0,0,0,0,1,6,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,4,0,1,3,0,0,0,6,0,0,0,7,0,2,5,0,8,1,0,0,0,0,0,0,3,0,0,863
0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,7,5,0,0,0,3,3,0,0,0,2,7,0,0,4,0,0,0,0,0,0,0,3,9,0,0,0,0,4,1,0,0,7,9,1,0,0,3,0,0,4,5,0,2,0,5,0,9,1,0,0,0,0,7,0,0,0,0,0,0,542
1,0,0,0,0,0,0,7,6,3,9,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,6,0,9,4,0,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,1,0,0,0,0,9,8,0,6,2,0,0,0,0,1,3,0,0,0,184
0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,0,9,8,0,0,0,0,0,0,0,0,2,9,0,3,0,0,0,0,1,6,0,0,2,0,0,6,5,8,3,0,5,9,0,4,1,0,2,0,3,0,0,0,8,9,0,0,0,6,0,0,0,3,0,0,0,0,291
0,6,2,0,8,0,9,5,0,4,0,0,0,2,0,6,0,8,0,5,0,0,0,0,0,4,2,0,0,6,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,4,0,7,5,3,0,0,6,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,9,0,162
0,2,6,0,8,7,0,0,0,3,0,0,0,0,6,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,9,0,6,8,2,0,5,0,0,0,0,0,0,0,7,0,0,0,2,0,7,4,0,5,0,9,0,8,0,0,0,0,3,4,0,0,0,0,0,0,8,0,2,526
2,0,0,0,9,5,0,0,0,6,0,0,0,0,0,8,0,0,0,0,5,0,8,1,6,0,2,0,0,2,0,0,0,0,9,1,0,0,0,5,0,2,0,0,8,0,4,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,0,0,0,0,0,0,9,4,7,287
0,0,4,5,0,0,0,9,0,0,5,0,0,0,4,0,0,7,9,0,1,3,0,7,0,0,4,0,0,0,1,4,0,5,0,0,0,0,0,9,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,7,0,0,0,3,2,5,0,0,0,0,8,0,9,0,0,874
0,0,2,9,4,0,5,0,0,7,0,0,0,0,2,0,9,4,0,0,0,0,5,8,0,0,0,5,0,0,2,0,0,6,0,0,6,0,0,0,0,9,8,0,7,0,0,4,0,0,0,0,0,0,0,6,0,0,0,5,0,0,2,0,0,9,0,0,0,0,3,0,0,0,5,0,0,0,7,0,0,312
0,0,0,6,0,3,4,0,0,0,8,0,0,0,0,3,0,2,0,4,0,0,0,0,0,8,0,0,0,0,9,0,2,0,6,3,0,0,0,0,0,0,9,0,8,0,9,0,0,0,0,1,2,0,8,0,0,3,6,9,0,0,1,6,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,952
0,7,5,4,0,0,0,0,3,0,0,6,3,5,0,0,0,1,8,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,6,0,0,0,8,0,2,4,0,0,6,0,3,0,0,0,3,0,0,1,0,6,2,6,0,8,7,0,0,5,1,0,275
4,0,5,0,3,0,0,0,0,0,0,1,0,9,7,3,0,0,0,0,8,0,0,0,0,0,5,5,0,7,0,0,3,8,0,9,0,0,0,0,0,5,0,0,1,0,1,3,0,0,9,0,0,4,0,0,0,0,4,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,495
9,6,0,8,0,0,0,0,0,0,0,0,0,9,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,0,0,0,0,0,7,0,6,4,0,0,1,0,0,3,0,1,0,0,4,7,0,4,0,9,0,0,0,0,0,0,0,0,0,4,2,0,0,0,961
5,0,0,0,0,0,0,7,6,0,1,0,0,6,0,0,0,0,0,6,0,0,0,0,8,0,4,0,5,0,0,0,6,7,8,0,0,3,0,9,0,4,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,3,0,0,0,8,0,0,0,0,0,0,0,6,0,9,0,0,1,0,0,3,0,0,593
4,0,0,0,0,0,0,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,8,3,0,4,0,0,2,0,5,0,6,0,0,0,1,3,9,0,0,1,0,0,0,0,0,0,0,3,9,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,9,0,0,5,1,6,0,0,0,0,0,436
2,3,0,9,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,6,5,0,0,0,0,9,5,0,0,6,3,0,1,0,0,0,6,0,0,1,0,9,0,3,0,0,5,0,0,8,0,0,0,9,8,0,0,4,0,2,1,0,238
0,2,3,0,0,0,0,0,0,0,5,0,6,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,2,0,4,0,8,0,1,0,3,0,5,6,0,0,7,0,0,0,8,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,8,0,0,0,6,0,0,0,5,0,4,423
8,0,0,2,0,7,0,0,5,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1,9,1,9,0,0,0,2,0,5,6,5,0,4,9,6,0,0,0,0,0,0,7,0,4,8,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,9,0,1,0,0,0,2,0,0,0,0,5,7,0,819
0,0,1,0,9,0,0,0,0,0,0,0,0,0,3,2,1,5,0,3,0,7,8,0,6,9,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,7,9,0,0,0,0,0,0,0,0,2,0,3,0,0,6,0,0,0,0,6,0,0,0,5,0,9,6,0,5,0,7,0,3,2,641
0,0,0,3,0,0,1,0,8,7,3,9,0,0,2,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,0,0,9,0,0,8,0,2,0,0,0,0,0,7,0,9,0,0,0,0,0,0,3,0,7,0,0,0,9,8,2,0,2,0,0,0,0,3,0,0,9,0,8,1,0,0,0,3,0,0,624
0,7,0,0,2,0,0,3,9,0,0,0,0,0,0,5,0,0,9,0,0,0,4,0,6,0,2,7,0,4,0,0,0,0,0,3,0,0,0,0,7,3,8,0,4,0,0,0,6,8,0,0,9,0,0,0,0,5,9,0,0,0,0,0,0,9,4,3,0,0,5,6,0,0,0,0,6,0,0,0,7,175
3,0,2,1,0,4,0,0,0,0,0,0,0,6,0,4,0,1,1,0,0,9,0,7,0,6,0,7,0,8,4,2,6,9,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,2,8,0,0,362
0,8,0,0,5,0,0,0,0,0,0,0,7,0,9,0,0,0,2,9,0,0,0,0,6,0,0,0,0,5,8,4,0,0,0,0,0,0,1,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,5,7,0,0,0,0,6,7,0,0,9,0,4,0,0,0,0,0,0,0,0,187
0,0,0,5,0,6,0,0,0,0,0,0,4,0,0,3,0,0,1,8,0,0,0,0,4,5,0,2,6,0,0,0,7,0,4,0,0,7,0,0,0,3,6,0,0,0,4,0,0,8,0,0,0,0,0,0,4,0,2,0,0,0,7,0,5,7,0,0,0,0,2,0,0,0,0,0,3,5,0,0,0,439
3,0,0,6,0,8,0,0,0,0,0,0,4,5,0,1,0,0,0,5,8,0,3,0,7,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,7,0,6,0,0,9,0,0,4,0,0,0,0,0,0,4,0,8,0,0,7,0,0,0,3,0,0,0,0,0,0,0,7,0,0,9,1,0,5,0,341
4,0,2,0,6,0,0,0,0,0,7,3,0,0,0,0,0,6,9,0,0,0,0,0,5,7,0,0,4,9,0,5,0,0,0,0,7,0,0,3,0,0,8,4,9,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,8,2,0,0,8,4,0,2,0,3,0,452
0,0,0,0,0,0,6,0,0,0,0,0,9,1,5,8,0,0,0,2,0,0,0,0,0,7,1,2,0,1,4,0,0,5,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,8,1,0,6,0,0,0,0,0,0,9,0,0,0,5,1,7,8,6,0,2,0,0,0,8,2,0,0,0,0,0,0,198
